Group,Layer,Type,BBox,ZOrder,Priority,CommercialAction,CubismTarget,Notes
05_OUTFIT_BLOUSE_BOW,Button_03,paint,"223,328,591,666",197,S,original,PartButton03,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Button_04,paint,"223,328,591,666",198,S,original,PartButton04,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_L_Upper,paint,"223,328,591,666",199,S,original,PartSleeveLUpper,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_L_Lower,paint,"223,328,591,666",200,S,original,PartSleeveLLower,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_L_Cuff,paint,"223,328,591,666",201,S,original,PartSleeveLCuff,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_L_Lace_01,paint,"223,328,591,666",202,S,original,PartSleeveLLace01,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_L_Lace_02,paint,"223,328,591,666",203,S,original,PartSleeveLLace02,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_R_Upper,paint,"223,328,591,666",204,S,original,PartSleeveRUpper,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_R_Lower,paint,"223,328,591,666",205,S,original,PartSleeveRLower,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_R_Cuff,paint,"223,328,591,666",206,S,original,PartSleeveRCuff,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_R_Lace_01,paint,"223,328,591,666",207,S,original,PartSleeveRLace01,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Sleeve_R_Lace_02,paint,"223,328,591,666",208,S,original,PartSleeveRLace02,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,NeckBow_Knot,paint,"223,328,591,666",209,S,original,PartNeckbowKnot,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,NeckBow_Loop_L,paint,"223,328,591,666",210,S,original,PartNeckbowLoopL,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,NeckBow_Loop_R,paint,"223,328,591,666",211,S,original,PartNeckbowLoopR,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,NeckBow_Tail_L,paint,"223,328,591,666",212,S,original,PartNeckbowTailL,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,NeckBow_Tail_R,paint,"223,328,591,666",213,S,original,PartNeckbowTailR,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Chest_Starflower_Center,paint,"223,328,591,666",214,S,original,PartChestStarflowerCenter,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Chest_Starflower_Rays,paint,"223,328,591,666",215,S,original,PartChestStarflowerRays,Final production split layer; redraw hidden area before rigging.
05_OUTFIT_BLOUSE_BOW,Chest_Starflower_Glow,paint,"223,328,591,666",216,S,original,PartChestStarflowerGlow,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_Back_Base,redraw,"160,365,715,1018",217,S,original,PartCapeBackBase,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_Back_Texture,paint,"160,365,715,1018",218,S,original,PartCapeBackTexture,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_Back_Shadow,paint,"160,365,715,1018",219,S,original,PartCapeBackShadow,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_L_Outer,paint,"160,365,715,1018",220,S,original,PartCapeLOuter,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_L_Inner,paint,"160,365,715,1018",221,S,original,PartCapeLInner,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_L_Texture,paint,"160,365,715,1018",222,S,original,PartCapeLTexture,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_L_Edge,paint,"160,365,715,1018",223,S,original,PartCapeLEdge,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_L_Highlight,paint,"160,365,715,1018",224,S,original,PartCapeLHighlight,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_R_Outer,paint,"160,365,715,1018",225,S,original,PartCapeROuter,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_R_Inner,paint,"160,365,715,1018",226,S,original,PartCapeRInner,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_R_Texture,paint,"160,365,715,1018",227,S,original,PartCapeRTexture,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_R_Edge,paint,"160,365,715,1018",228,S,original,PartCapeREdge,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Cape_R_Highlight,paint,"160,365,715,1018",229,S,original,PartCapeRHighlight,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,TransparentVeil_L,paint,"160,365,715,1018",230,S,original,PartTransparentveilL,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,TransparentVeil_L_Shadow,paint,"160,365,715,1018",231,S,original,PartTransparentveilLShadow,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,TransparentVeil_R,paint,"160,365,715,1018",232,S,original,PartTransparentveilR,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,TransparentVeil_R_Shadow,paint,"160,365,715,1018",233,S,original,PartTransparentveilRShadow,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Back_Base,redraw,"160,365,715,1018",234,S,original,PartSkirtBackBase,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Front_Base,redraw,"160,365,715,1018",235,S,original,PartSkirtFrontBase,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Inner_Shadow,paint,"160,365,715,1018",236,S,original,PartSkirtInnerShadow,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_01,paint,"160,365,715,1018",237,S,original,PartSkirtLace01,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_02,paint,"160,365,715,1018",238,S,original,PartSkirtLace02,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_03,paint,"160,365,715,1018",239,S,original,PartSkirtLace03,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_04,paint,"160,365,715,1018",240,S,original,PartSkirtLace04,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_05,paint,"160,365,715,1018",241,S,original,PartSkirtLace05,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_06,paint,"160,365,715,1018",242,S,original,PartSkirtLace06,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_07,paint,"160,365,715,1018",243,S,original,PartSkirtLace07,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_08,paint,"160,365,715,1018",244,S,original,PartSkirtLace08,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_09,paint,"160,365,715,1018",245,S,original,PartSkirtLace09,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_10,paint,"160,365,715,1018",246,S,original,PartSkirtLace10,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_11,paint,"160,365,715,1018",247,S,original,PartSkirtLace11,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_12,paint,"160,365,715,1018",248,S,original,PartSkirtLace12,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_13,paint,"160,365,715,1018",249,S,original,PartSkirtLace13,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_14,paint,"160,365,715,1018",250,S,original,PartSkirtLace14,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_15,paint,"160,365,715,1018",251,S,original,PartSkirtLace15,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_16,paint,"160,365,715,1018",252,S,original,PartSkirtLace16,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_17,paint,"160,365,715,1018",253,S,original,PartSkirtLace17,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_18,paint,"160,365,715,1018",254,S,original,PartSkirtLace18,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_19,paint,"160,365,715,1018",255,S,original,PartSkirtLace19,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_20,paint,"160,365,715,1018",256,S,original,PartSkirtLace20,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_21,paint,"160,365,715,1018",257,S,original,PartSkirtLace21,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_22,paint,"160,365,715,1018",258,S,original,PartSkirtLace22,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_23,paint,"160,365,715,1018",259,S,original,PartSkirtLace23,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Lace_24,paint,"160,365,715,1018",260,S,original,PartSkirtLace24,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_01,paint,"160,365,715,1018",261,S,original,PartSkirtFrill01,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_02,paint,"160,365,715,1018",262,S,original,PartSkirtFrill02,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_03,paint,"160,365,715,1018",263,S,original,PartSkirtFrill03,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_04,paint,"160,365,715,1018",264,S,original,PartSkirtFrill04,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_05,paint,"160,365,715,1018",265,S,original,PartSkirtFrill05,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_06,paint,"160,365,715,1018",266,S,original,PartSkirtFrill06,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_07,paint,"160,365,715,1018",267,S,original,PartSkirtFrill07,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_08,paint,"160,365,715,1018",268,S,original,PartSkirtFrill08,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_09,paint,"160,365,715,1018",269,S,original,PartSkirtFrill09,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_10,paint,"160,365,715,1018",270,S,original,PartSkirtFrill10,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_11,paint,"160,365,715,1018",271,S,original,PartSkirtFrill11,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_12,paint,"160,365,715,1018",272,S,original,PartSkirtFrill12,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_13,paint,"160,365,715,1018",273,S,original,PartSkirtFrill13,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_14,paint,"160,365,715,1018",274,S,original,PartSkirtFrill14,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_15,paint,"160,365,715,1018",275,S,original,PartSkirtFrill15,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_16,paint,"160,365,715,1018",276,S,original,PartSkirtFrill16,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_17,paint,"160,365,715,1018",277,S,original,PartSkirtFrill17,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_18,paint,"160,365,715,1018",278,S,original,PartSkirtFrill18,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_19,paint,"160,365,715,1018",279,S,original,PartSkirtFrill19,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_20,paint,"160,365,715,1018",280,S,original,PartSkirtFrill20,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_21,paint,"160,365,715,1018",281,S,original,PartSkirtFrill21,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_22,paint,"160,365,715,1018",282,S,original,PartSkirtFrill22,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_23,paint,"160,365,715,1018",283,S,original,PartSkirtFrill23,Final production split layer; redraw hidden area before rigging.
06_CAPE_SKIRT_TRANSPARENT_CLOTH,Skirt_Frill_24,paint,"160,365,715,1018",284,S,original,PartSkirtFrill24,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Arm_L_Upper,paint,"266,278,575,592",285,S,original,PartArmLUpper,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Arm_L_Fore,paint,"266,278,575,592",286,S,original,PartArmLFore,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Wrist_L,paint,"266,278,575,592",287,S,original,PartWristL,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Hand_L_Palm,paint,"266,278,575,592",288,S,original,PartHandLPalm,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Thumb_01,paint,"266,278,575,592",289,S,original,PartFingerLThumb01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Thumb_02,paint,"266,278,575,592",290,S,original,PartFingerLThumb02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Index_01,paint,"266,278,575,592",291,S,original,PartFingerLIndex01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Index_02,paint,"266,278,575,592",292,S,original,PartFingerLIndex02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Middle_01,paint,"266,278,575,592",293,S,original,PartFingerLMiddle01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Middle_02,paint,"266,278,575,592",294,S,original,PartFingerLMiddle02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Ring_01,paint,"266,278,575,592",295,S,original,PartFingerLRing01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Ring_02,paint,"266,278,575,592",296,S,original,PartFingerLRing02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Pinky_01,paint,"266,278,575,592",297,S,original,PartFingerLPinky01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_L_Pinky_02,paint,"266,278,575,592",298,S,original,PartFingerLPinky02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Arm_R_Upper,paint,"266,278,575,592",299,S,original,PartArmRUpper,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Arm_R_Fore,paint,"266,278,575,592",300,S,original,PartArmRFore,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Wrist_R,paint,"266,278,575,592",301,S,original,PartWristR,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Hand_R_Palm,paint,"266,278,575,592",302,S,original,PartHandRPalm,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Thumb_01,paint,"266,278,575,592",303,S,original,PartFingerRThumb01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Thumb_02,paint,"266,278,575,592",304,S,original,PartFingerRThumb02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Index_01,paint,"266,278,575,592",305,S,original,PartFingerRIndex01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Index_02,paint,"266,278,575,592",306,S,original,PartFingerRIndex02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Middle_01,paint,"266,278,575,592",307,S,original,PartFingerRMiddle01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Middle_02,paint,"266,278,575,592",308,S,original,PartFingerRMiddle02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Ring_01,paint,"266,278,575,592",309,S,original,PartFingerRRing01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Ring_02,paint,"266,278,575,592",310,S,original,PartFingerRRing02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Pinky_01,paint,"266,278,575,592",311,S,original,PartFingerRPinky01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Finger_R_Pinky_02,paint,"266,278,575,592",312,S,original,PartFingerRPinky02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_FrontCover,paint,"266,278,575,592",313,S,original,PartBookFrontcover,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_BackCover,paint,"266,278,575,592",314,S,original,PartBookBackcover,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_Spine,paint,"266,278,575,592",315,S,original,PartBookSpine,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_PageBlock,paint,"266,278,575,592",316,S,original,PartBookPageblock,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_PageFlip_01,paint,"266,278,575,592",317,S,original,PartBookPageflip01,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_PageFlip_02,paint,"266,278,575,592",318,S,original,PartBookPageflip02,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_PageFlip_03,paint,"266,278,575,592",319,S,original,PartBookPageflip03,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_Bookmark,paint,"266,278,575,592",320,S,original,PartBookBookmark,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_MetalClasp,paint,"266,278,575,592",321,S,original,PartBookMetalclasp,Final production split layer; redraw hidden area before rigging.
07_ARMS_HANDS_BOOK,Book_Corner_Highlight,paint,"266,278,575,592",322,S,original,PartBookCornerHighlight,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_L_Thigh,paint,"292,518,546,1088",323,S,original,PartLegLThigh,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_L_Knee,paint,"292,518,546,1088",324,S,original,PartLegLKnee,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_L_Calf,paint,"292,518,546,1088",325,S,original,PartLegLCalf,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_L_Backfill,redraw,"292,518,546,1088",326,S,original,PartLegLBackfill,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_R_Thigh,paint,"292,518,546,1088",327,S,original,PartLegRThigh,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_R_Knee,paint,"292,518,546,1088",328,S,original,PartLegRKnee,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_R_Calf,paint,"292,518,546,1088",329,S,original,PartLegRCalf,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Leg_R_Backfill,redraw,"292,518,546,1088",330,S,original,PartLegRBackfill,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_L_Base,redraw,"292,518,546,1088",331,S,original,PartSockLBase,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_L_Fold_01,paint,"292,518,546,1088",332,S,original,PartSockLFold01,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_L_Fold_02,paint,"292,518,546,1088",333,S,original,PartSockLFold02,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_L_Ruffle_01,paint,"292,518,546,1088",334,S,original,PartSockLRuffle01,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_L_Ruffle_02,paint,"292,518,546,1088",335,S,original,PartSockLRuffle02,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_L_Emblem,paint,"292,518,546,1088",336,S,original,PartSockLEmblem,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_R_Base,redraw,"292,518,546,1088",337,S,original,PartSockRBase,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_R_Fold_01,paint,"292,518,546,1088",338,S,original,PartSockRFold01,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Sock_R_Fold_02,paint,"292,518,546,1088",339,S,original,PartSockRFold02,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_L_Base,redraw,"292,518,546,1088",340,S,original,PartShoeLBase,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_L_Sole,paint,"292,518,546,1088",341,S,original,PartShoeLSole,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_L_Strap,paint,"292,518,546,1088",342,S,original,PartShoeLStrap,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_L_Buckle,paint,"292,518,546,1088",343,S,original,PartShoeLBuckle,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_L_Highlight,paint,"292,518,546,1088",344,S,original,PartShoeLHighlight,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_L_Bow,paint,"292,518,546,1088",345,S,original,PartShoeLBow,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_R_Base,redraw,"292,518,546,1088",346,S,original,PartShoeRBase,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_R_Sole,paint,"292,518,546,1088",347,S,original,PartShoeRSole,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_R_Strap,paint,"292,518,546,1088",348,S,original,PartShoeRStrap,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_R_Buckle,paint,"292,518,546,1088",349,S,original,PartShoeRBuckle,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Shoe_R_Highlight,paint,"292,518,546,1088",350,S,original,PartShoeRHighlight,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,GarterFlower_Center,paint,"292,518,546,1088",351,S,original,PartGarterflowerCenter,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,GarterFlower_Petal_01,paint,"292,518,546,1088",352,S,original,PartGarterflowerPetal01,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,GarterFlower_Petal_02,paint,"292,518,546,1088",353,S,original,PartGarterflowerPetal02,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Garter_Ribbon_L,paint,"292,518,546,1088",354,S,original,PartGarterRibbonL,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Garter_Ribbon_R,paint,"292,518,546,1088",355,S,original,PartGarterRibbonR,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,PocketWatch_Body,paint,"292,518,546,1088",356,S,original,PartPocketwatchBody,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,PocketWatch_Rim,paint,"292,518,546,1088",357,S,original,PartPocketwatchRim,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,PocketWatch_Glass,paint,"292,518,546,1088",358,S,original,PartPocketwatchGlass,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,PocketWatch_Hand_Hour,paint,"292,518,546,1088",359,S,original,PartPocketwatchHandHour,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,PocketWatch_Hand_Minute,paint,"292,518,546,1088",360,S,original,PartPocketwatchHandMinute,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_01,paint,"292,518,546,1088",361,S,original,PartWatchchainLink01,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_02,paint,"292,518,546,1088",362,S,original,PartWatchchainLink02,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_03,paint,"292,518,546,1088",363,S,original,PartWatchchainLink03,Final production split layer; redraw hidden area before rigging.
